protein_id,class_id
8jhf_5:I:H_model1,56
7oh9_4:D:D_model1,70
8ueu_37:LA:1l_model1,18
2hdr_1:B:B_model1,54
3azg_4:H:H_model1,56
3azf_3:C:C_model1,86
3j3y_1:II:73_model1,8
3j3y_1:SIA:do_model1,8
3j3q_1:UW:hr_model1,8
3j3q_1:LLA:a5_model1,8
7lum_7:N:I_model1,75
5ley_10:X:X_model1,69
3daw_1:A:A_model1,90
5it7_28:BA:ZZ_model1,58
3j3q_1:CC:2k_model1,8
5t0j_10:J:O_model1,71
3lue_1:C:C_model1,61
7v2e_26:AA:c_model1,18
1m6m_1:A:A_model1,88
7n8b_66:NB:BV_model1,83
3j3q_1:FA:5B_model1,8
7xzz_3:G:G_model1,86
8ewb_10:J:BN_model1,91
3j3q_1:UJA:hS_model1,8
3j3y_1:DFA:3M_model1,8
6nrc_10:J:D_model1,52
3j3y_1:NU:aZ_model1,8
4u51_61:KE:n5_model1,62
1iem_1:B:B_model1,54
7o01_3:X:c_model1,43
8y7o_3:E:C_model1,10
6c1d_1:D:D_model1,90
6skm_1:E:E_model1,8
3j3q_1:AD:15_model1,8
8shg_9:Q:z_model1,75
2hio_2:B:B_model1,56
6buz_3:C:C_model1,14
6snt_23:W:V_model1,83
7uxf_1:A:A_model1,90
3lr7_1:A:A_model1,15
8shf_9:Q:z_model1,75
3j3q_1:TXA:h4_model1,8
7lt6_1:C:C_model1,85
4u0f_1:A:A_model1,25
3j3y_1:RA:cp_model1,8
8vfy_3:G:G_model1,14
3j34_1:K:R_model1,8
4jxg_1:A:A_model1,54
6xbk_2:B:A_model1,21
3j3y_1:HFA:6G_model1,8
6gq1_50:XA:s_model1,87
3j3q_1:IR:8C_model1,8
8hai_3:G:G_model1,14
6skn_1:K:K_model1,8
3j3q_1:GWA:6j_model1,8
3j3q_1:EOA:4p_model1,8
8hak_3:G:G_model1,14
6rbd_11:K:J_model1,16
4wqf_3:C:AC_model1,11
5it9_3:C:C_model1,65
7ohx_10:J:E_model1,5
7n8b_58:FB:BN_model1,91
1jla_1:A:A_model1,32
3h4e_1:E:E_model1,25
6zkt_40:OA:v_model1,81
8uz1_1:D:M_model1,90
3j3q_1:K:9I_model1,8
7ahx_1:C:C_model1,47
3j3q_1:VC:i2_model1,8
7w37_18:PA:R_model1,60
8j9b_1:B:B_model1,61
5ndw_31:JB:l6_model1,5
3bls_1:B:B_model1,54
5tgm_24:YC:d2_model1,17
8sg9_2:J:a_model1,7
3j3y_1:OJA:az_model1,8
7qxx_30:DA:R_model1,60
6gqv_84:FC:BA_model1,55
6vz4_3:G:G_model2,40
6bhs_1:A:A_model1,25
6zzy_3:C:C_model1,43
3j3q_1:TOA:gn_model1,8
6lab_4:N:N_model1,56
7utl_1:H:H_model1,90
5tgm_23:XC:d1_model1,83
3j3q_1:HUA:7U_model1,8
7w3b_18:QA:R_model1,60
7y00_4:D:D_model1,56
6t7t_61:IB:LZ_model1,45
7ash_1:C:C_model1,8
8ypk_13:W:a_model1,29
3pcq_3:C:C_model1,41
7n8b_28:BA:AZ_model1,45
6uz7_70:RB:W_model1,4
8r9d_1:A:A_model1,15
7xx6_3:Q:g_model1,14
4a0w_1:M:M_model1,66
6sv4_28:BA:W_model1,16
6kiz_4:D:D_model1,56
3j3y_1:ZB:ib_model1,8
3j3q_1:HSA:7Q_model1,8
1hgj_2:B:B_model1,53
3j3y_1:MG:9r_model1,8
8dnh_1:A:A_model1,61
8cvr_14:BA:N_model1,33
3j3y_1:COA:2v_model1,8
3j3y_1:UJA:fG_model1,8
3j3y_1:ZC:id_model1,8
3j3y_1:CF:2c_model1,8
8ugy_1:A:A_model1,64
3j3q_1:UXA:hu_model1,8
8t31_1:E:E_model1,85
3j3q_1:EBA:4P_model1,8
3j3q_1:UFA:hK_model1,8
3j3q_1:JRA:92_model1,8
6uz7_18:R:AP_model1,77
4u4y_4:D:S2_model1,87
3j3y_1:IQ:7J_model1,8
7x3w_3:G:G_model1,40
3dj7_1:A:A_model1,68
6la2_3:AA:C_model1,14
6kw4_20:Y:T_model1,56
8agt_13:M:M_model1,45
8cgn_71:TB:p_model1,91
3j3q_1:HVA:7W_model1,8
5mvy_1:P:P_model1,90
6sv4_60:MH:zH_model1,62
6j4z_20:X:g_model1,86
5tgm_11:K:S9_model1,16
7x6q_1:A:A_model1,7
3j3y_1:HCA:6A_model1,8
6m5g_1:C:C_model1,90
3j3y_1:BW:2N_model1,8
1k0t_1:A:A_model29,41
7pft_4:Q:R_model1,79
3j3y_1:YBA:hs_model1,8
4v8z_18:R:AJ_model1,16
3j3q_1:KP:9n_model1,8
3j3y_1:GCA:5S_model1,8
7wu7_7:G:A_model1,7
7ea5_4:H:H_model1,56
8evr_42:PA:AE_model1,5
4i2p_1:A:A_model1,9
8sgq_2:C:A_model1,7
7ohb_4:H:H_model1,70
3j3q_1:ZLA:lm_model1,8
6rey_9:W:W_model1,71
6n9k_1:A:A_model1,57
8v2z_1:E:E_model1,61
8gpn_3:C:C_model1,14
3j3q_1:JUA:98_model1,8
6msb_32:UA:s_model1,92
7u51_3:C:C_model1,14
7w3m_19:RA:S_model1,92
6zdj_1:B:B_model1,8
7ahq_1:B:B_model1,90
6msj_28:BA:O_model1,71
3j3y_1:KU:8q_model1,8
3j3y_1:DF:3L_model1,8
8ewc_42:PA:AE_model1,5
3j3q_1:UU:hn_model1,8
6uc4_1:K:K_model1,90
5vft_31:SA:t_model1,33
7nap_10:EA:J_model1,69
1o1b_4:Z:Z_model1,90
3j3q_1:HY:7b_model1,8
6bnp_2:M:G_model1,90
3j3y_1:PX:c2_model1,8
3j3q_1:AX:1j_model1,8
7nk8_4:D:C_model1,84
5xf3_3:G:G_model1,14
3j3y_1:ZDA:ig_model1,8
8t33_1:A:A_model1,85
7ohu_13:M:P_model1,37
6vao_1:G:D_model1,90
7nrc_24:X:Sa_model1,83
8sn1_4:D:D_model1,56
1mdu_2:B:B_model1,90
7yi4_7:H:J_model1,70
3j3q_1:FDA:5I_model1,8
1fco_1:B:B_model1,54
4ld9_4:H:H_model1,93
4fqr_2:L:L_model1,59
8agv_11:K:K_model1,62
8j6z_7:G:C_model1,43
8kd7_8:N:V_model1,70
3j3y_1:KG:8Q_model1,8
6cxi_1:B:B_model1,61
7wtl_11:K:SW_model1,17
6y5d_3:C:C_model1,14
4u56_4:EC:s2_model1,87
6x59_3:G:G_model1,14
7qxx_32:FA:T_model1,33
8hki_7:N:q_model1,35
8bqd_23:W:W_model1,16
7ohx_19:S:P_model1,37
7vdt_3:C:C_model1,40
7ohw_11:K:E_model1,5
1mnk_1:A:A_model1,88
8tov_1:L:L_model1,25
3j3q_1:EZ:59_model1,8
8rtt_1:A:A_model1,61
7qxn_30:DA:R_model1,60
7wtq_9:I:SN_model1,91
2f8n_5:H:H_model1,80
2mgl_1:A:A_model1,39
2rvq_1:A:C_model3,14
8dx2_1:A:A_model1,9
6y5l_2:E:D_model1,53
6vz4_4:D:D_model9,56
7uti_1:J:L_model1,90
5ndg_63:KB:N7_model1,45
5ndv_26:Z:N5_model1,62
6skk_1:B:B_model1,8
1cow_3:G:G_model1,38
8sg9_2:B:A_model1,7
5oy7_4:S:a_model1,40
4j8x_3:C:C_model1,14
5dnm_4:H:H_model1,70
7xfn_3:G:G_model1,49
8quw_1:A:A_model1,25
6i84_6:G:R_model1,80
4u3n_63:KB:N7_model1,45
6c1d_1:A:A_model1,90
5ibb_28:BA:71_model1,6
8agz_37:KA:n_model1,2
7w3k_15:O:q_model1,69
4u52_23:W:D1_model1,83
5i4l_63:KB:N7_model1,45
4w29_25:Y:DC_model1,11
7pfc_4:H:H_model1,79
7pf2_4:L:N_model1,79
7dkf_8:H:H1_model1,46
5gt3_3:C:C_model1,14
3j3q_1:ML:au_model1,8
3j3q_1:JO:8w_model1,8
6tb3_65:MB:AN_model1,45
7plv_3:C:C_model1,90
5z3v_5:I:H_model1,70
7v9k_4:L:V_model1,56
8iah_5:S:I_model1,61
6kiw_4:D:D_model1,56
8cdr_71:SB:m_model1,16
7zrs_61:IB:BW_model1,62
7v96_5:I:G_model1,14
3j3q_1:ZIA:lg_model1,8
5cnf_1:A:A_model1,15
1s32_5:F:D_model1,70
5gt0_4:G:D_model1,34
1iem_1:A:A_model1,54
8sn0_3:C:C_model1,14
8off_3:E:Bb_model1,34
8jl9_4:D:D_model1,56
1jlq_1:A:A_model1,22
3j3q_1:VF:i8_model1,8
8oy1_1:A:A_model1,94
8f8s_1:A:A_model1,90
6mse_31:SA:q_model1,69
4u0e_1:A:A_model1,25
8wrb_1:A:A_model1,64
7qya_31:SA:s_model1,92
3j3q_1:XN:k2_model1,8
5dc3_19:TC:c7_model1,0
8b0a_4:D:C_model1,40
4u4r_43:RD:l6_model1,5
3j3y_1:FCA:4j_model1,8
7pf6_4:D:D_model1,79
4wym_1:K:K_model1,25
5dgf_43:RD:l6_model1,5
8uee_1:E:K_model1,90
8q0m_37:LA:l_model1,81
3j3q_1:RX:fP_model1,8
6la8_4:D:D_model1,56
8uxw_8:M:P_model1,90
8tof_11:Q:h_model1,80
3j3y_1:BX:2O_model1,8
8agu_37:KA:n_model1,2
6bsh_1:A:A_model1,32
8uer_37:LA:1l_model1,18
5ose_1:A:A_model1,67
8ud9_11:K:K_model1,69
3u9z_1:A:A_model1,90
6jbk_1:A:A_model1,90
1o18_4:AA:1_model1,90
5lf3_13:AA:M_model1,33
7d1z_4:D:D_model1,56
3j3q_1:UX:ht_model1,8
3j3y_1:XO:hY_model1,8
8haj_4:H:H_model1,56
4u6f_19:TC:c7_model1,0
8u6q_1:A:A_model1,9
6e5b_12:Z:Z_model1,92
6hkt_3:CA:2_model1,86
7xzy_3:C:C_model1,86
8ty6_1:E:E_model1,25
7pf2_4:H:H_model1,79
8cdr_74:VB:p_model1,91
8d18_1:A:A_model1,90
8evi_7:I:G_model1,14
7s8m_1:A:B_model1,64
6zft_8:H:H_model1,46
3j3q_1:BA:1q_model1,8
8f8s_1:B:B_model1,90
3j3q_1:IP:88_model1,8
8smz_4:H:H_model1,56
3j3y_1:HP:6Z_model1,8
3m3n_1:A:A_model1,90
7b7d_63:KB:LV_model1,45
7utl_1:D:D_model1,90
6fq6_4:D:D_model1,56
5mvy_1:Q:Q_model1,90
8sps_7:G:D_model1,56
4olg_1:A:A_model1,54
4r67_13:OA:o_model1,92
3j3q_1:XJ:jv_model1,8
1ycb_1:B:B_model1,88
7x6q_8:P:z_model1,75
3j3y_1:ZQ:o_model1,8
5lex_13:M:a_model1,33
6gsn_37:KA:N_model1,16
5os6_1:A:A_model1,67
5x7x_3:G:G_model1,86
3j3q_1:XPA:k7_model1,8
3u56_1:A:A_model1,6
6vz4_3:C:C_model8,40
3j3q_1:N:bM_model1,8
3gr2_1:B:B_model1,54
4u4y_61:KE:n5_model1,62
3j3y_1:ZFA:ik_model1,8
4v5m_37:KA:BC_model1,11
4u3n_43:RD:l6_model1,5
6muo_3:G:G_model1,14
8ihl_3:O:O_model1,86
5ut7_1:A:A_model1,39
6nr9_1:A:A_model1,7
3j3q_1:HK:79_model1,8
3j3y_1:QJA:cP_model1,8
3j3q_1:LH:X_model1,8
7nap_8:CA:H_model1,71
6z6j_15:O:SJ_model1,16
3j3y_1:NLA:aK_model1,8
7w3k_17:Q:s_model1,92
7too_31:EA:AL28_model1,74
8ham_3:G:G_model1,14
3j3q_1:BZA:2e_model1,8
3j3y_1:TL:eb_model1,8
3j3y_1:JOA:7z_model1,8
7uti_1:G:I_model1,90
8u6k_1:A:A_model1,9
8sn7_4:H:H_model1,56
4x23_5:U:Q_model1,14
3eks_1:A:A_model1,61
4kz4_1:A:A_model1,54
3j3q_1:BGA:22_model1,8
7va4_6:DA:D_model1,56
3j3q_1:ZWA:u_model1,8
4u4r_11:LC:s9_model1,16
7dgs_52:AB:B5_model1,46
3j3q_1:OD:cI_model1,8
7nrd_26:Z:SY_model1,91
8u13_3:C:D_model1,56
8a2r_1:D:D_model1,90
4u4o_11:LC:s9_model1,16
6r94_6:J:H_model1,56
5cpi_3:G:G_model1,86
8bqd_18:R:R_model1,87
5ooe_1:C:C_model1,90
8i1u_4:L:L_model1,52
8e9b_8:J:M_model1,90
8cdl_38:LA:M_model1,74
7xfi_3:G:G_model1,49
7qco_3:Y:h_model1,43
7x0v_8:H:A_model1,7
3w96_4:H:H_model1,56
3j81_4:D:C_model1,65
4u0d_1:B:B_model1,25
8shn_8:H:Z_model1,75
6w5i_8:H:J_model1,70
6kwy_13:AA:M_model1,33
3j3y_1:QL:cS_model1,8
3j3q_1:MK:as_model1,8
5fcj_63:KB:N7_model1,45
8cxb_14:DA:L_model1,92
6skn_1:I:I_model1,8
3azf_4:D:D_model1,56
1m19_4:E:C_model1,49
3j80_11:K:N_model1,16
1p3k_5:J:H_model1,93
5fci_23:XC:d1_model1,83
6rzz_22:V:W_model1,62
3j3y_1:FN:53_model1,8
3i0r_1:A:A_model1,22
6nrc_12:L:F_model1,75
3j3y_1:H:64_model1,8
4u53_53:AB:M7_model1,37
3j3y_1:RO:dG_model1,8
8qys_15:FA:O_model1,92
5dge_19:TC:c7_model1,0
8osk_4:D:D_model1,56
7lum_8:P:O_model1,7
8oop_11:O:O_model1,31
7w4c_26:AA:c_model1,18
6aou_2:B:B_model1,51
8dxi_1:A:A_model1,9
7wto_11:K:SW_model1,17
1k0t_1:A:A_model8,41
3j3q_1:FVA:5s_model1,8
8xbu_4:H:H_model1,56
6qik_22:V:W_model1,62
8ceh_74:VB:p_model1,91
7w3f_18:R:r_model1,60
4u51_15:O:C3_model1,91
5fci_15:PC:c3_model1,91
3j3y_1:OP:b9_model1,8
7xvl_3:GA:Q_model1,14
5lyb_43:QA:L6_model1,5
2g14_1:A:A_model2,88
3j3q_1:NXA:c7_model1,8
8d15_1:F:F_model1,90
7x3u_1:B:a_model1,7
6kll_1:A:A_model1,90
5ong_6:J:H_model1,70
6hoh_1:B:B_model1,73
3j3y_1:IJ:75_model1,8
3j3y_1:GPA:5s_model1,8
3j3q_1:BSA:2Q_model1,8
3j3y_1:PI:be_model1,8
5ndv_8:H:L6_model1,5
5mei_8:BB:CH_model1,5
4v8z_31:EA:AW_model1,17
5omx_5:E:C_model1,14
2w49_5:N:G_model1,90
7qxx_31:SA:s_model1,92
7dgr_52:AB:B3_model1,46
3j3y_1:LIA:9D_model1,8
4e3k_1:B:B_model1,54
8iai_4:O:G_model1,61
3j3y_1:MA:9f_model1,8
5lyb_53:CE:m7_model1,37
4v8y_50:XA:BP_model1,37
3unb_8:JA:V_model1,3
3j3q_1:HO:7H_model1,8
6fai_33:GA:W_model1,17
2wwa_11:K:K_model1,62
3j3y_1:MRA:O_model1,8
3j0s_1:B:B_model1,61
3j3y_1:ZA:iX_model1,8
3j3y_1:DMA:3a_model1,8
7a5j_55:CB:n_model1,6
7nvo_5:N:g_model1,24
5jut_72:TB:TB_model1,17
3j3y_1:JEA:7f_model1,8
6msh_33:UA:t_model1,33
9b3d_1:E:E_model1,90
5dgf_23:XC:d1_model1,83
9az4_1:C:C_model1,90
1m8q_4:R:5_model1,90
4a0w_1:E:E_model1,66
3unf_13:M:a_model1,29
4g1q_1:A:A_model1,9
7r8v_1:B:B_model1,90
8fz6_9:I:I_model1,3
3j3y_1:LRA:9V_model1,8
6nog_4:H:H_model1,56
2zss_1:A:A_model1,19
8rgq_40:OA:l_model1,18
3j3q_1:EIA:4d_model1,8
4l6v_3:K:C_model1,41
2wsf_7:G:C_model1,43
5xf6_4:D:D_model1,70
5lf6_8:W:V_model1,71
3j3y_1:PE:bW_model1,8
2a06_8:R:U_model1,46
3j3q_1:FJ:5T_model1,8
3j3y_1:WF:gY_model1,8
3j3y_1:WEA:gX_model1,8
3d32_1:A:A_model1,85
3j3q_1:BWA:2Y_model1,8
7yyh_4:T:h_model1,34
7ywx_20:T:C_model1,31
1p8z_2:B:A_model1,90
7nzm_3:C:A_model1,90
6uc4_1:F:F_model1,90
7k61_3:C:C_model1,14
1p3p_5:J:H_model1,93
3j3q_1:XI:jt_model1,8
8jnf_4:D:D_model1,56
6a5p_18:V:g_model1,86
3j3q_1:WQA:jK_model1,8
3j3q_1:AC:13_model1,8
6t4q_23:W:SW_model1,17
6xmj_14:N:N_model1,33
7nan_11:Y:Y_model1,60
8ieg_4:D:D_model1,56
6elz_22:V:a_model1,74
3j3y_1:VC:fk_model1,8
3j3y_1:ZRA:r_model1,8
3j3q_1:CI:2w_model1,8
3j3q_1:MR:b5_model1,8
5jlh_1:E:E_model1,61
7ztd_1:F:F_model1,61
6c1d_1:C:C_model1,90
3j3q_1:EJ:4e_model1,8
3j3y_1:EHA:49_model1,8
8du4_3:C:C_model1,40
7snq_1:D:D_model1,25
1as0_1:A:A_model1,94
3j3y_1:LZ:9d_model1,8
6sv4_32:QC:Yb_model1,91
8oop_12:P:P_model1,34
7bte_1:D:G_model1,90
8she_4:L:d_model1,52
3j3q_1:WF:iy_model1,8
5wyj_44:UA:SO_model1,91
6zxs_3:C:C_model1,43
5lyb_15:PC:c3_model1,91
8xbe_2:B:B_model1,21
4u3n_53:CE:m7_model1,37
5gse_3:C:C_model1,86
3uta_4:H:H_model1,70
7w2k_26:AA:c_model1,18
4g5o_1:D:D_model1,94
6skn_1:N:N_model1,8
8civ_82:DC:x_model1,83
7kc1_2:F:D_model1,51
8sht_3:C:D_model1,52
1c1c_1:A:A_model1,22
3gqz_1:B:B_model1,54
3j3q_1:NTA:c_model1,8
4g5r_1:A:A_model1,94
6x4a_1:A:A_model1,32
5lf3_12:L:L_model1,92
8cah_33:GA:H_model1,0
7xvl_3:KA:W_model1,14
5ndv_63:KB:C7_model1,0
7w4m_26:AA:c_model1,18
8j19_2:B:A_model1,64
8i1u_6:N:N_model1,75
8sg8_4:D:D_model1,52
6y9v_1:D:D_model1,8
3j3q_1:ODA:cJ_model1,8
5oxv_3:G:G_model1,40
3j3y_1:ULA:fK_model1,8
5zf0_3:KB:C3_model1,41
5i4l_15:PC:c3_model1,91
2a40_1:D:D_model1,90
7nvm_1:A:A_model1,7
1sqv_8:H:H_model1,46
8y36_14:N:J_model1,30
3j3y_1:JM:7u_model1,8
7qsd_37:LA:l_model1,81
4u4n_15:O:C3_model1,91
8am5_9:I:c_model1,41
3j34_1:R:e_model1,8
3c6u_1:A:A_model1,22
8sgq_5:J:q_model1,35
3j3y_1:VCA:fl_model1,8
1kxp_1:A:A_model1,90
3j3y_1:VE:fo_model1,8
5fcj_11:LC:s9_model1,16
7pf3_4:D:n_model1,79
5dat_15:PC:c3_model1,91
5tsv_1:B:B_model1,25
7b93_37:LA:l_model1,18
5onw_5:E:C_model1,14
3j3y_1:OIA:ax_model1,8
4u55_11:LC:s9_model1,16
6j4x_21:Y:g_model1,86
7pg9_11:K:K_model1,69
2frk_1:A:X_model1,15
8jhg_4:D:C_model1,14
7snz_1:A:A_model1,9
7dgl_1:A:A_model1,88
4u4n_19:TC:c7_model1,0
1o1c_4:Y:Y_model1,90
8aag_7:G:D_model1,70
6fyx_26:Z:W_model1,4
2p9v_2:B:B_model1,54
4xk8_3:C:C_model1,43
8glv_86:AW:Gh_model1,61
6djm_1:C:C_model1,90
3j3y_1:ZJ:ir_model1,8
5vtx_2:B:B_model1,59
6pwv_7:G:J_model1,70
8evt_63:KB:Aa_model1,74
8byq_35:IA:c_model1,49
8jd5_3:C:A_model1,64
5lf0_13:AA:M_model1,33
3j3q_1:LHA:Y_model1,8
6nrc_7:G:A_model1,7
5y0d_4:D:D_model1,56
3h4e_1:J:J_model1,25
8bvw_37:OA:g_model1,49
7zs5_29:CA:BY_model1,62
4u3n_11:K:S9_model1,16
7zux_64:LB:EY_model1,45
6djn_1:C:C_model1,90
8sh9_4:L:d_model1,52
1gfi_1:A:A_model1,94
1iru_13:M:M_model1,92
3wyo_2:D:D_model1,88
7n8b_29:CA:Aa_model1,74
3j3y_1:RAA:cq_model1,8
1mlo_1:A:A_model1,88
3j3q_1:WFA:iz_model1,8
8x19_2:B:B_model1,34
8w9f_7:I:c_model1,14
6l9z_3:Q:Q_model1,14
3o87_1:B:B_model1,54
3j3y_1:UAA:ez_model1,8
7otk_1:C:C_model1,47
1svs_1:A:A_model1,94
7k5y_3:C:C_model1,14
5cp6_6:J:H_model1,70
4rw7_1:A:A_model1,32
7x0a_3:F:d_model1,52
6vz4_3:G:G_model10,40
7by0_3:G:G_model1,14
6kbb_1:D:C_model1,14
1gp2_1:A:A_model1,94
5t0c_30:DA:AR_model1,60
8kd6_5:F:R_model1,70
8evh_4:D:D_model1,56
8txw_3:C:D_model1,56
8sff_1:I:a_model1,7
7rmj_1:B:B_model1,25
8shd_2:J:a_model1,7
5dat_4:D:S2_model1,87
3j3q_1:DS:45_model1,8
3w99_3:C:C_model1,86
8hy0_4:D:D_model1,70
3j3q_1:EK:4g_model1,8
8g6s_4:D:D_model1,80
5lex_13:AA:M_model1,33
8f8r_1:B:B_model1,90
3j3y_1:JBA:7Z_model1,8
7zi4_9:Q:O_model1,14
5klv_8:H:H_model1,46
3j3q_1:LE:R_model1,8
1pp9_8:R:U_model1,46
3j3q_1:JOA:8x_model1,8
3av2_3:C:C_model1,86
5a0q_9:I:I_model1,71
7wu7_7:O:I_model1,7
8stt_1:C:C_model1,32
8sna_4:H:H_model1,56
8h9j_2:I:G_model1,36
3j3q_1:BN:2F_model1,8
3j3y_1:HY:6l_model1,8
3j3q_1:RU:fJ_model1,8
6qpg_3:L:L_model1,10
8rv2_1:C:C_model1,90
7w52_1:G:G_model1,90
7nvn_9:R:z_model1,75
4u3u_43:RD:l6_model1,5
6ltl_1:B:B_model1,88
5b1l_3:G:G_model1,86
7nrc_65:MB:LZ_model1,62
7w3a_17:Q:q_model1,69
3dok_1:A:A_model1,32
4kz5_1:A:A_model1,54
3j3q_1:KKA:9e_model1,8
8rab_1:A:A_model1,15
3j3y_1:GQ:5t_model1,8
8hak_3:C:C_model1,14
6la2_3:KA:W_model1,14
6hkt_4:TA:h_model1,56
6vz4_4:D:D_model8,56
9c8j_1:B:B_model1,54
3j3y_1:CRA:30_model1,8
8f8s_1:F:F_model1,90
8eue_3:C:C_model1,40
4jxv_1:A:A_model1,54
2r9w_1:A:A_model1,54
3j3q_1:DF:3g_model1,8
5mei_70:RE:d1_model1,83
7xfj_4:D:D_model1,93
3j3q_1:NE:bV_model1,8
2rvq_1:A:C_model6,14
6r92_7:K:H_model1,56
5orx_1:A:A_model1,67
3j3y_1:UT:fY_model1,8
3j3y_1:NC:a1_model1,8
6n1z_3:C:C_model1,80
3j3q_1:OGA:cP_model1,8
7wz3_2:D:b_model1,13
3j3q_1:Z:lG_model1,8
4u4n_19:S:C7_model1,0
6ir9_22:Z:h_model1,56
3j3q_1:PMA:dQ_model1,8
1do7_1:A:A_model1,88
6kdn_1:D:C_model1,32
6l4a_3:Y:Y_model1,86
8evp_63:KB:Aa_model1,74
4j8w_4:H:H_model1,70
7jzv_3:I:n_model1,14
3j3q_1:CR:3D_model1,8
7ztc_1:D:D_model1,61
5fci_15:O:C3_model1,91
4a13_1:G:G_model1,66
8spu_7:K:H_model1,56
3kwq_4:D:D_model1,56
6y5h_2:F:F_model1,53
3j3q_1:EN:4m_model1,8
5hgn_1:A:A_model1,25
3j3q_1:HAA:6r_model1,8
8x22_1:A:A_model1,32
6skn_1:A:A_model1,8
4wpo_3:C:AC_model1,11
7xse_21:U:c_model1,86
3j3q_1:PS:db_model1,8
8ud9_9:I:I_model1,71
6v2f_1:D:D_model1,25
7u8m_2:B:B_model1,51
8agw_37:KA:n_model1,2
3j78_55:CB:S9_model1,16
6woo_69:QB:VV_model1,83
3j3q_1:VZ:im_model1,8
7w3j_16:DA:T_model1,33
4u0b_1:F:F_model1,25
7xd1_6:J:H_model1,56
3j3y_1:IZ:7U_model1,8
3j3y_1:CGA:2f_model1,8
7bw2_3:C:C_model1,41
7v9c_5:M:M_model1,14
7qxp_32:TA:t_model1,33
8guk_4:D:D_model1,56
2cv5_4:E:C_model1,14
2zjy_1:A:A_model1,94
5os1_1:A:A_model1,67
2w4u_5:Z:S_model1,90
8ypk_13:S:W_model1,29
6z6j_23:W:SR_model1,0
3j3q_1:VE:i6_model1,8
3j3q_1:YE:ka_model1,8
3j3y_1:DR:3j_model1,8
6j51_22:Z:h_model1,56
4a7l_1:A:A_model1,90
7x0v_8:N:a_model1,7
3j3q_1:M:aX_model1,8
1k0t_1:A:A_model1,41
3umy_1:A:A_model1,6
8ugn_37:LA:1l_model1,18
6rzz_13:M:N_model1,74
8x15_11:U:U_model1,61
5fci_11:K:S9_model1,16
3j3y_1:ZZ:z_model1,8
6nqa_5:J:H_model1,56
3j3q_1:FNA:5c_model1,8
3j3q_1:BM:2D_model1,8
2zj9_1:B:B_model1,57
7u0h_26:Z:Z_model1,45
4v8n_37:LA:BC_model1,11
3j3y_1:JN:7w_model1,8
6anu_1:A:A_model1,61
7nap_10:J:X_model1,69
5lf7_12:Z:Z_model1,92
4v8y_31:EA:AW_model1,17
3j3y_1:EPA:4P_model1,8
5x7x_3:C:C_model1,86
8cku_81:CC:x_model1,83
1j6z_1:A:A_model1,90
8cvt_17:Q:Q_model1,69
3j34_1:PA:c_model1,8
7aig_1:A:A_model1,47
7p1h_2:B:B_model1,61
7x3j_1:A:A_model1,7
3j3y_1:ME:9n_model1,8
7u0j_3:C:C_model1,14
5oy7_4:D:G_model1,40
7xcr_4:H:H_model1,56
5dge_15:PC:c3_model1,91
8uet_37:LA:1l_model1,18
4v8z_11:K:AC_model1,87
8a2u_1:C:C_model1,90
1o1g_4:CA:3_model1,90
6gsm_21:U:R_model1,12
7r42_37:LA:l_model1,81
4u4o_64:LB:N8_model1,74
4wu1_26:CC:79_model1,6
4u0b_1:K:K_model1,25
8ox0_4:H:H_model1,34
7ccc_1:E:E_model1,90
5dgv_64:LB:N8_model1,74
7ash_1:L:L_model1,8
5dat_64:NE:n8_model1,74
8aaf_37:KA:n_model1,2
6r0c_4:D:D_model1,34
7wz3_3:F:d_model1,52
8ib8_10:R:S_model1,61
6nr8_10:R:L_model1,52
3j3y_1:UF:f7_model1,8
8stq_1:A:A_model1,32
5x0x_3:G:G_model1,40
3j3q_1:PFA:dC_model1,8
3j3y_1:GZ:63_model1,8
4u56_23:XC:d1_model1,83
6mup_3:G:G_model1,14
3j3y_1:KKA:8Z_model1,8
5on6_30:DA:AB_model1,74
6uby_1:A:A_model1,90
7nky_22:V:c_model1,40
7zrs_64:LB:BZ_model1,74
3j3y_1:REA:cy_model1,8
3fj5_1:A:A_model1,48
7wbw_22:V:d_model1,56
1j52_1:A:A_model1,39
7w3b_17:PA:Q_model1,69
6fml_11:O:O_model1,14
1p3l_4:E:C_model1,49
5jup_32:FA:FA_model1,74
6nn6_4:D:D_model1,56
3j3q_1:CD:2m_model1,8
7xcr_3:I:G_model1,14
4v5r_38:TC:DC_model1,11
8pw6_8:R:S_model1,96
3j3q_1:PQ:dX_model1,8
6uby_1:G:G_model1,90
7zeb_25:Y:v_model1,81
4v88_24:YC:CW_model1,17
6r8z_3:G:G_model1,14
3j3y_1:ET:4W_model1,8
8hai_4:D:D_model1,56
4a0v_1:M:M_model1,66
6nwa_3:VA:N_model1,41
8w9e_8:N:h_model1,79
3j3q_1:GHA:6F_model1,8
6t90_3:G:G_model1,86
6m44_4:R:R_model1,56
5mvy_1:N:N_model1,90
1rti_1:A:A_model1,22
7lxv_10:X:X_model1,69
6r87_31:EA:Z_model1,62
2zj9_1:A:A_model1,57
3j3y_1:EAA:3w_model1,8
7krd_1:A:A_model1,9
6sv4_21:U:Rc_model1,87
3j3y_1:YJA:i7_model1,8
6zvi_25:Y:D_model1,83
3j3q_1:OR:ck_model1,8
3j3y_1:GE:5V_model1,8
7yrd_5:F:D_model1,56
